crop,state,season,soil_type,rainfall_mm,temperature_c,ph,nitrogen,phosphorus,potassium,land_area_acres,yield_per_acre,total_yield
Wheat,Madhya Pradesh,Zaid,Clay,793.3,35.8,5.2,172.3,38.2,92.3,15.8,14.5,229.78
Maize,Madhya Pradesh,Rabi,Sandy Loam,601.8,23.2,7.9,66.1,41.9,71.2,2.1,24.48,52.11
Maize,Uttar Pradesh,Kharif,Black Soil,1745.5,32.2,5.1,209.1,59.6,106.2,13.5,22.48,303.8
Potato,Karnataka,Kharif,Clay,581.9,35.0,5.9,126.6,30.8,203.9,13.4,116.66,1568.89
Potato,Uttar Pradesh,Zaid,Sandy Loam,725.8,20.3,7.3,52.1,22.7,125.0,15.2,113.88,1731.35
Groundnut,Madhya Pradesh,Rabi,Loamy,1118.7,35.7,8.0,148.2,94.7,60.8,12.1,12.07,145.99
Maize,Maharashtra,Zaid,Sandy Loam,1920.2,19.8,7.2,209.7,63.0,245.2,14.3,27.26,391.14
Onion,Gujarat,Zaid,Red Soil,1419.2,21.7,8.1,73.7,54.6,105.9,8.2,82.79,675.97
Wheat,Gujarat,Rabi,Red Soil,855.7,27.0,7.5,97.0,96.3,157.1,1.8,21.0,38.42
Soybean,Madhya Pradesh,Kharif,Loamy,652.6,28.3,5.4,282.8,37.3,214.3,3.2,12.37,39.39
Mustard,Punjab,Kharif,Loamy,781.6,37.0,6.7,176.7,28.2,114.2,6.4,10.36,66.69
Mustard,Uttar Pradesh,Zaid,Red Soil,454.3,20.7,7.6,293.4,36.1,247.3,5.2,10.07,52.18
Soybean,Punjab,Kharif,Sandy Loam,404.0,15.1,6.4,64.5,37.2,155.4,10.9,11.2,122.64
Maize,Karnataka,Rabi,Black Soil,1277.5,16.0,6.2,226.2,48.7,54.1,16.7,26.94,451.03
Tomato,Punjab,Kharif,Black Soil,921.0,16.5,8.0,83.3,72.2,208.5,15.5,132.08,2044.24
Sugarcane,Punjab,Zaid,Alluvial,1889.1,24.7,7.0,143.0,90.2,86.7,18.1,471.99,8536.39
Wheat,Karnataka,Rabi,Alluvial,1689.9,36.8,5.9,239.3,37.3,61.0,16.7,23.37,390.37
Soybean,Gujarat,Kharif,Black Soil,1672.6,16.4,5.5,283.6,47.6,68.1,19.3,12.2,235.6
Onion,Maharashtra,Rabi,Alluvial,1806.7,23.5,6.2,221.0,37.4,189.9,11.9,111.47,1331.99
Rice,Karnataka,Rabi,Red Soil,1111.8,25.2,5.2,168.6,79.7,224.5,4.3,22.98,98.18
Onion,Uttar Pradesh,Zaid,Sandy Loam,1809.4,22.1,8.0,162.2,95.1,250.0,7.2,76.12,546.55
Onion,Karnataka,Kharif,Alluvial,1003.4,33.8,7.5,206.9,49.6,162.6,1.1,97.42,103.59
Tomato,Karnataka,Rabi,Sandy Loam,1972.0,32.0,8.3,239.9,96.9,176.5,5.9,110.6,649.29
Groundnut,Gujarat,Rabi,Black Soil,1046.5,23.6,5.8,149.3,59.2,111.8,16.1,10.45,168.84
Chickpea,Punjab,Zaid,Black Soil,902.1,17.4,6.8,165.0,52.0,185.0,6.6,9.07,59.96
Potato,Punjab,Kharif,Loamy,1846.0,33.4,5.9,297.1,24.3,177.0,4.2,112.96,478.67
Maize,Madhya Pradesh,Rabi,Clay,1994.1,15.1,6.4,120.7,31.8,94.2,13.3,28.45,377.67
Potato,Madhya Pradesh,Kharif,Loamy,331.1,19.2,5.4,193.2,63.3,245.2,3.1,76.63,240.49
Chickpea,Punjab,Rabi,Alluvial,567.6,26.0,5.9,100.6,58.8,124.5,17.1,8.09,138.56
Maize,Uttar Pradesh,Rabi,Loamy,403.8,25.5,7.6,184.5,23.1,239.0,12.0,27.17,325.62
Onion,Gujarat,Zaid,Loamy,335.5,32.8,5.4,168.1,66.7,68.9,7.8,64.95,503.52
Onion,Gujarat,Kharif,Black Soil,338.3,16.0,7.0,155.7,70.6,112.8,7.0,79.17,551.71
Groundnut,Madhya Pradesh,Rabi,Red Soil,574.0,19.7,5.4,282.8,57.8,231.6,2.0,10.49,21.09
Rice,Karnataka,Kharif,Loamy,1566.3,26.1,5.5,164.9,88.5,202.6,13.7,27.35,373.93
Wheat,Gujarat,Rabi,Red Soil,1463.2,24.7,6.0,112.7,94.1,238.6,8.2,25.38,208.96
Groundnut,Karnataka,Rabi,Black Soil,1158.7,33.5,5.9,253.6,46.6,152.9,8.8,10.68,93.7
Potato,Karnataka,Rabi,Clay,830.8,22.9,5.6,285.6,61.3,173.8,6.4,109.41,696.65
Cotton,Karnataka,Rabi,Black Soil,1845.4,36.1,8.2,74.2,54.7,100.3,2.7,7.05,19.15
Soybean,Madhya Pradesh,Kharif,Red Soil,1825.7,32.6,5.7,176.1,93.9,192.5,7.9,13.49,106.85
Rice,Punjab,Kharif,Sandy Loam,1088.5,17.3,5.4,54.9,50.2,115.3,9.3,18.4,170.22
Potato,Uttar Pradesh,Kharif,Alluvial,797.8,28.5,6.5,102.4,67.0,243.5,3.7,149.91,559.52
Onion,Madhya Pradesh,Zaid,Sandy Loam,1707.9,27.4,7.1,123.0,64.9,240.0,10.7,95.17,1019.37
Cotton,Karnataka,Kharif,Red Soil,1327.1,31.2,5.7,223.5,36.9,232.7,19.8,9.46,187.14
Wheat,Uttar Pradesh,Rabi,Red Soil,1401.5,30.9,8.4,130.1,86.2,218.0,9.2,17.82,163.21
Soybean,Punjab,Kharif,Alluvial,1721.1,32.8,8.4,230.8,40.8,121.7,19.7,11.29,222.99
Potato,Uttar Pradesh,Rabi,Sandy Loam,977.1,15.3,7.9,240.6,92.0,73.0,8.5,133.27,1137.92
Chickpea,Karnataka,Zaid,Black Soil,742.8,24.3,6.0,97.5,50.5,169.0,8.6,10.29,88.28
Soybean,Maharashtra,Kharif,Alluvial,1820.4,27.6,7.0,186.4,69.5,74.9,14.9,16.3,242.93
Potato,Karnataka,Zaid,Alluvial,594.1,28.8,8.3,241.1,80.4,138.9,18.5,127.29,2357.14
Sugarcane,Gujarat,Zaid,Sandy Loam,399.2,23.3,8.2,102.2,89.2,111.7,12.6,222.89,2816.3
Cotton,Gujarat,Zaid,Alluvial,1208.2,20.5,5.5,183.5,84.4,141.5,10.5,12.25,129.1
Potato,Maharashtra,Rabi,Loamy,1061.2,33.4,5.5,181.5,97.8,240.5,4.8,149.09,718.13
Maize,Gujarat,Zaid,Alluvial,883.6,28.2,5.3,139.9,78.9,161.5,13.6,29.95,406.68
Chickpea,Madhya Pradesh,Rabi,Clay,476.0,32.1,8.0,176.5,38.3,218.7,9.0,8.02,71.75
Cotton,Gujarat,Zaid,Black Soil,1727.8,27.1,5.4,250.3,57.5,91.1,4.8,6.7,31.88
Wheat,Maharashtra,Kharif,Sandy Loam,1773.4,29.7,7.9,217.5,33.7,137.5,1.3,20.36,25.9
Cotton,Madhya Pradesh,Kharif,Alluvial,730.0,24.9,7.6,208.6,41.8,188.4,10.3,10.11,104.36
Maize,Gujarat,Kharif,Black Soil,448.5,20.8,7.0,190.4,25.7,134.6,15.5,23.76,367.63
Groundnut,Punjab,Kharif,Clay,959.5,22.5,8.2,120.9,47.1,155.8,7.4,9.74,72.31
Maize,Maharashtra,Rabi,Clay,564.6,31.0,7.9,230.3,88.8,127.7,18.9,28.46,536.85
Groundnut,Uttar Pradesh,Rabi,Black Soil,1870.8,16.4,5.4,267.2,90.6,219.8,3.9,10.37,40.15
Mustard,Punjab,Rabi,Loamy,1506.5,30.7,6.2,263.0,73.6,107.7,11.8,10.63,125.07
Wheat,Madhya Pradesh,Rabi,Red Soil,1241.0,21.8,7.9,194.1,90.4,85.8,16.0,19.9,319.21
Cotton,Karnataka,Rabi,Sandy Loam,707.8,31.5,7.1,142.8,67.0,127.5,16.9,8.21,138.8
Maize,Uttar Pradesh,Zaid,Alluvial,1534.1,22.8,7.2,129.9,36.4,220.2,3.8,30.39,116.95
Wheat,Maharashtra,Zaid,Loamy,1303.5,19.7,6.7,57.0,63.5,113.1,19.0,21.5,409.45
Wheat,Karnataka,Zaid,Clay,952.4,30.7,7.0,207.1,72.0,136.5,13.0,23.7,307.19
Groundnut,Gujarat,Rabi,Alluvial,474.1,17.1,5.3,251.4,74.9,107.4,14.6,11.33,165.69
Sugarcane,Punjab,Kharif,Black Soil,1544.1,34.4,8.1,95.7,85.4,112.5,1.8,295.4,518.45
Sugarcane,Punjab,Zaid,Alluvial,634.3,15.2,7.1,218.5,21.5,105.5,10.3,416.6,4303.8
Groundnut,Uttar Pradesh,Zaid,Clay,578.6,21.2,6.0,230.4,38.1,191.0,9.0,10.04,90.16
Onion,Madhya Pradesh,Zaid,Alluvial,1885.9,34.8,5.6,151.3,86.7,235.7,4.8,94.83,457.81
Onion,Karnataka,Rabi,Black Soil,1721.6,17.8,7.9,222.6,87.0,100.3,19.8,96.32,1904.14
Chickpea,Gujarat,Zaid,Sandy Loam,1269.2,23.8,7.2,188.0,36.4,142.7,19.3,8.57,165.62
Soybean,Maharashtra,Zaid,Alluvial,1083.7,33.5,5.4,257.0,66.0,140.1,19.8,12.18,241.66
Cotton,Karnataka,Rabi,Sandy Loam,774.3,27.1,8.0,276.9,92.9,117.2,1.2,9.95,12.33
Cotton,Madhya Pradesh,Zaid,Red Soil,1946.7,23.3,5.1,128.2,87.0,62.0,14.0,6.28,88.16
Onion,Karnataka,Rabi,Clay,470.4,25.8,6.4,248.7,22.2,202.1,1.5,105.53,158.52
Potato,Maharashtra,Kharif,Red Soil,1133.9,17.1,6.6,145.9,25.1,147.3,12.6,122.94,1549.18
Tomato,Maharashtra,Zaid,Clay,1419.5,21.0,7.2,203.4,26.9,198.7,2.7,166.76,457.27
Wheat,Gujarat,Rabi,Loamy,1064.9,18.6,8.0,62.4,45.8,217.2,5.8,19.56,113.79
Chickpea,Madhya Pradesh,Kharif,Loamy,1652.3,23.8,5.3,189.4,82.8,66.9,19.6,8.51,167.06
Groundnut,Punjab,Kharif,Sandy Loam,1903.5,21.1,8.0,90.0,88.0,188.2,18.7,10.98,205.38
Rice,Karnataka,Kharif,Clay,377.5,16.4,8.5,184.2,33.3,173.7,7.1,13.88,98.92
Rice,Punjab,Kharif,Alluvial,1404.6,27.4,5.4,70.4,38.4,140.7,2.9,20.23,58.77
Cotton,Maharashtra,Rabi,Loamy,1608.6,31.6,5.9,272.9,33.7,135.6,11.5,10.93,125.22
Tomato,Karnataka,Zaid,Red Soil,1346.6,15.3,5.8,55.0,36.5,209.3,2.7,113.18,303.23
Onion,Punjab,Kharif,Black Soil,1476.3,24.8,7.9,297.6,78.4,73.1,1.6,104.65,165.87
Tomato,Uttar Pradesh,Zaid,Alluvial,857.7,31.8,8.3,207.2,91.0,164.5,16.3,161.5,2633.16
Groundnut,Karnataka,Rabi,Loamy,1655.8,33.6,8.0,101.8,23.8,121.0,19.3,11.84,228.05
Chickpea,Madhya Pradesh,Kharif,Sandy Loam,617.3,32.9,5.9,63.9,25.2,172.0,14.1,9.06,127.3
Onion,Punjab,Kharif,Sandy Loam,1374.5,27.3,6.1,209.2,30.9,139.8,10.8,103.42,1117.02
Cotton,Gujarat,Rabi,Alluvial,895.5,27.9,5.6,76.5,87.4,198.4,13.7,10.07,137.45
Maize,Maharashtra,Kharif,Clay,1304.1,35.7,8.4,212.5,26.8,53.5,8.3,24.25,200.67
Tomato,Maharashtra,Kharif,Sandy Loam,1293.0,19.1,7.6,177.6,34.4,117.6,2.9,112.34,327.22
Cotton,Karnataka,Kharif,Red Soil,912.7,29.6,7.4,212.0,99.1,206.2,15.3,9.25,141.63
Wheat,Gujarat,Rabi,Alluvial,462.7,16.0,6.1,143.5,97.6,65.7,17.4,20.09,349.88
Rice,Uttar Pradesh,Zaid,Loamy,1837.6,21.6,5.9,118.7,37.5,100.0,13.3,24.02,319.52
Tomato,Karnataka,Rabi,Red Soil,1923.4,18.9,7.0,68.0,36.4,236.0,18.4,149.23,2752.31
Maize,Madhya Pradesh,Kharif,Red Soil,478.1,22.1,7.4,154.4,38.7,176.3,3.4,31.16,105.93
Rice,Karnataka,Kharif,Alluvial,1281.5,19.1,8.2,179.3,64.9,208.3,11.5,25.32,292.18
Mustard,Punjab,Kharif,Red Soil,521.3,15.3,5.8,184.7,28.0,136.1,7.0,7.79,54.85
Chickpea,Karnataka,Rabi,Loamy,1251.2,19.9,7.7,231.5,46.9,178.5,16.0,10.77,172.4
Rice,Punjab,Rabi,Clay,308.3,34.4,8.3,98.4,29.1,50.7,18.5,13.67,253.02
Potato,Punjab,Rabi,Clay,411.9,35.7,8.1,58.5,90.5,240.9,13.1,97.4,1280.26
Soybean,Uttar Pradesh,Kharif,Black Soil,1610.1,26.2,5.1,90.3,61.1,95.7,17.0,11.28,191.96
Rice,Maharashtra,Kharif,Sandy Loam,1080.9,24.5,8.3,243.7,52.5,98.8,13.8,18.9,260.98
Cotton,Maharashtra,Kharif,Black Soil,985.3,30.3,5.1,239.2,90.0,248.9,8.7,7.98,69.74
Maize,Maharashtra,Rabi,Red Soil,1969.3,32.5,7.8,168.6,65.2,150.4,16.1,26.06,420.61
Soybean,Maharashtra,Rabi,Black Soil,1936.6,31.1,5.5,152.9,75.9,112.0,13.3,11.52,153.38
Potato,Gujarat,Zaid,Alluvial,1742.3,15.9,6.9,83.6,27.9,98.6,16.3,111.25,1811.67
Soybean,Maharashtra,Kharif,Sandy Loam,980.3,27.7,5.7,108.0,68.9,220.2,8.2,12.59,103.14
Chickpea,Punjab,Rabi,Loamy,579.3,33.3,6.6,186.9,80.3,105.4,7.2,10.6,76.06
Wheat,Maharashtra,Kharif,Sandy Loam,1301.5,21.9,5.4,291.6,61.2,185.1,16.3,17.08,279.21
Tomato,Maharashtra,Kharif,Loamy,1634.4,30.6,7.1,187.4,31.2,56.9,11.5,137.41,1576.04
Wheat,Maharashtra,Zaid,Alluvial,1173.8,16.3,7.6,183.1,68.4,128.1,19.0,23.04,436.91
Tomato,Maharashtra,Zaid,Black Soil,367.5,29.6,7.6,212.3,62.1,216.0,10.9,114.74,1249.88
Tomato,Karnataka,Kharif,Black Soil,1790.9,37.3,6.6,187.3,20.5,211.9,4.3,133.73,581.05
Onion,Uttar Pradesh,Zaid,Clay,931.1,34.1,7.0,139.6,20.5,144.8,16.5,97.5,1609.44
Wheat,Uttar Pradesh,Zaid,Black Soil,388.8,32.3,5.7,293.4,28.6,180.5,13.0,14.91,193.26
Tomato,Punjab,Kharif,Alluvial,1868.1,36.3,6.7,58.0,79.5,135.0,18.5,155.6,2873.05
Potato,Madhya Pradesh,Rabi,Red Soil,1664.9,28.4,6.1,81.4,54.6,58.0,19.4,105.14,2043.62
Maize,Maharashtra,Rabi,Loamy,1589.0,22.0,6.2,223.6,90.0,111.1,19.6,33.89,664.16
Groundnut,Punjab,Kharif,Alluvial,738.5,15.2,8.3,149.4,39.6,181.3,18.2,9.24,168.31
Cotton,Maharashtra,Rabi,Clay,862.8,23.5,8.1,245.5,53.9,195.5,11.2,7.41,82.91
Mustard,Punjab,Rabi,Alluvial,1032.8,35.8,8.4,156.3,46.0,239.8,17.0,8.14,138.64
Tomato,Maharashtra,Rabi,Red Soil,1975.4,16.6,7.0,104.5,60.8,221.1,6.7,151.22,1006.9
Cotton,Punjab,Kharif,Loamy,1732.1,16.0,7.1,155.8,81.0,129.6,7.3,11.01,80.2
Sugarcane,Punjab,Zaid,Sandy Loam,1978.7,15.3,8.3,274.1,54.6,81.2,19.9,320.65,6385.17
Rice,Gujarat,Rabi,Black Soil,902.8,25.5,6.2,63.0,31.1,105.7,4.3,18.48,80.14
Rice,Gujarat,Zaid,Alluvial,1692.6,36.5,5.5,276.8,43.3,205.6,10.6,23.87,251.97
Wheat,Punjab,Kharif,Black Soil,1325.8,33.0,6.8,199.1,77.3,92.4,8.8,21.19,187.2
Groundnut,Karnataka,Zaid,Sandy Loam,1868.4,15.3,5.8,258.0,96.5,213.6,18.8,12.49,234.8
Chickpea,Gujarat,Kharif,Black Soil,663.3,20.6,6.0,143.5,48.2,93.8,15.5,8.55,132.35
Sugarcane,Karnataka,Zaid,Black Soil,1117.5,18.8,6.4,142.9,94.0,222.7,5.5,456.59,2528.48
Soybean,Maharashtra,Zaid,Alluvial,1084.2,16.5,8.1,297.8,31.2,190.8,18.6,13.49,250.48
Onion,Karnataka,Kharif,Alluvial,1198.5,34.4,5.6,192.2,98.3,61.7,4.8,90.66,431.02
Cotton,Gujarat,Zaid,Black Soil,1981.3,23.4,6.9,296.5,64.7,206.4,12.6,10.64,134.26
Wheat,Karnataka,Rabi,Loamy,910.4,16.7,7.6,167.4,37.8,82.7,4.3,24.06,103.47
Groundnut,Madhya Pradesh,Kharif,Alluvial,1248.0,36.7,5.6,205.0,28.3,197.5,2.2,10.99,24.6
Onion,Uttar Pradesh,Kharif,Black Soil,868.7,32.4,6.9,160.1,79.7,173.2,4.4,108.33,473.81
Chickpea,Punjab,Zaid,Black Soil,1498.7,34.1,5.9,170.3,20.6,179.1,15.9,9.48,151.1
Wheat,Punjab,Kharif,Black Soil,1655.3,24.2,8.5,275.4,91.2,248.0,9.1,20.68,189.24
Potato,Maharashtra,Kharif,Alluvial,1031.8,35.3,5.5,243.4,95.6,57.4,6.8,101.95,688.92
Mustard,Punjab,Rabi,Loamy,1742.0,36.8,8.4,197.0,33.4,202.7,13.5,9.25,125.01
Sugarcane,Karnataka,Rabi,Alluvial,728.9,32.5,6.2,120.7,40.2,152.7,15.1,450.81,6786.7
Potato,Maharashtra,Zaid,Loamy,1682.4,19.5,5.4,71.6,61.8,89.0,18.6,105.34,1963.43
Rice,Karnataka,Kharif,Red Soil,589.9,19.8,6.8,141.3,50.7,227.8,3.8,23.92,90.65
Tomato,Maharashtra,Zaid,Black Soil,1512.8,28.5,5.5,68.3,46.2,81.3,11.5,90.1,1034.89
Rice,Punjab,Kharif,Black Soil,1158.5,37.0,7.4,207.9,95.5,159.3,18.7,28.53,532.67
Mustard,Karnataka,Zaid,Loamy,368.6,19.3,5.0,112.3,68.1,213.0,7.1,6.64,47.33
Maize,Maharashtra,Rabi,Sandy Loam,1841.0,22.8,6.8,203.0,44.5,74.0,8.5,22.48,191.48
Onion,Madhya Pradesh,Rabi,Red Soil,807.1,31.8,5.4,94.3,47.1,97.9,18.6,64.35,1197.96
Soybean,Gujarat,Kharif,Clay,1751.4,37.6,6.9,87.2,81.3,180.8,17.3,15.34,265.07
Wheat,Maharashtra,Rabi,Alluvial,1577.1,18.5,7.8,220.9,52.5,202.0,2.2,24.28,54.07
Groundnut,Maharashtra,Kharif,Clay,1106.6,28.0,7.4,217.5,70.1,54.1,13.5,12.8,172.59
Rice,Punjab,Zaid,Sandy Loam,1094.2,29.0,6.2,298.9,95.2,70.5,14.7,22.51,330.19
Tomato,Gujarat,Rabi,Red Soil,783.3,18.0,5.1,282.5,51.9,57.2,3.6,101.97,371.1
Potato,Madhya Pradesh,Rabi,Alluvial,1795.7,19.0,5.5,52.4,41.5,50.8,8.8,95.34,841.01
Onion,Madhya Pradesh,Zaid,Clay,402.3,21.5,5.9,210.0,55.9,185.6,11.4,95.6,1090.49
Cotton,Gujarat,Kharif,Clay,1116.4,19.7,7.4,232.0,60.9,91.7,17.2,9.85,169.36
Potato,Karnataka,Zaid,Clay,1226.8,16.1,7.0,50.2,27.3,210.7,6.2,114.42,706.85
Onion,Madhya Pradesh,Zaid,Red Soil,1520.4,33.1,6.4,57.5,43.4,55.1,13.7,72.54,991.97
Maize,Punjab,Kharif,Alluvial,461.4,37.6,7.8,246.8,72.1,186.0,2.4,33.47,80.63
Wheat,Karnataka,Kharif,Alluvial,1934.9,32.2,7.6,113.9,89.5,159.1,11.2,25.41,285.31
Potato,Punjab,Rabi,Black Soil,492.9,21.3,5.7,293.1,84.4,150.4,1.7,122.05,202.78
Chickpea,Karnataka,Kharif,Clay,1482.5,17.1,6.3,59.6,33.4,103.1,6.3,8.05,50.9
Soybean,Uttar Pradesh,Zaid,Red Soil,1745.0,36.3,6.5,173.1,90.9,126.2,8.0,13.1,104.4
Wheat,Karnataka,Kharif,Loamy,1224.9,24.8,6.2,93.7,48.7,50.4,16.5,20.27,335.25
Groundnut,Madhya Pradesh,Zaid,Black Soil,915.3,18.2,6.5,97.4,47.6,105.1,1.5,12.5,19.06
Onion,Madhya Pradesh,Kharif,Black Soil,477.3,28.8,6.4,227.1,77.6,98.2,6.4,86.76,555.35
Soybean,Maharashtra,Zaid,Alluvial,1594.1,36.8,7.7,241.5,30.8,197.3,1.6,17.27,28.15
Chickpea,Madhya Pradesh,Rabi,Alluvial,1024.2,19.5,7.4,91.5,33.1,198.9,15.5,11.53,178.65
Cotton,Punjab,Zaid,Clay,1427.3,23.0,7.2,166.9,81.5,93.0,19.0,10.75,204.42
Rice,Karnataka,Rabi,Alluvial,851.7,17.9,6.3,156.9,62.2,171.9,15.1,31.02,467.96
Sugarcane,Maharashtra,Kharif,Loamy,687.8,26.7,6.9,297.0,82.3,137.5,7.8,509.13,3966.73
Cotton,Karnataka,Rabi,Loamy,1884.4,31.1,5.4,113.8,73.1,75.9,13.5,7.1,95.7
Maize,Madhya Pradesh,Rabi,Black Soil,1110.2,21.9,8.2,122.1,47.2,230.4,10.6,21.17,224.81
Chickpea,Karnataka,Zaid,Alluvial,1962.7,25.2,8.3,263.1,54.4,168.8,9.9,8.34,82.3
Mustard,Punjab,Zaid,Clay,929.0,26.7,7.2,273.6,58.5,248.6,5.9,11.16,65.41
Mustard,Karnataka,Rabi,Loamy,1730.0,22.5,5.2,114.6,32.6,54.0,12.7,7.16,90.92
Soybean,Uttar Pradesh,Zaid,Loamy,1287.4,34.3,6.0,86.2,65.9,103.4,10.7,17.16,183.75
Mustard,Maharashtra,Rabi,Red Soil,410.5,27.7,6.8,156.3,49.9,170.5,11.4,10.63,121.14
Onion,Madhya Pradesh,Rabi,Red Soil,343.3,23.4,7.8,180.4,92.4,127.2,6.9,82.76,571.41
Wheat,Maharashtra,Zaid,Sandy Loam,904.6,31.1,7.7,299.5,89.8,70.6,15.1,20.05,302.8
Wheat,Uttar Pradesh,Kharif,Sandy Loam,482.9,37.2,8.5,211.7,99.7,86.6,2.4,16.27,38.74
Wheat,Karnataka,Rabi,Black Soil,1227.1,21.1,7.6,289.9,77.6,118.3,7.6,22.75,173.15
Chickpea,Uttar Pradesh,Rabi,Clay,1308.0,20.7,8.3,265.9,58.2,108.9,13.6,7.4,100.89
Sugarcane,Gujarat,Kharif,Sandy Loam,1150.3,17.1,7.5,192.6,42.1,121.3,19.9,417.41,8322.11
Sugarcane,Maharashtra,Kharif,Alluvial,578.2,22.3,8.4,211.3,44.8,64.5,14.6,343.06,4995.45
Tomato,Punjab,Zaid,Clay,991.8,33.8,7.9,100.8,47.0,232.7,17.3,124.52,2148.58
Chickpea,Karnataka,Kharif,Red Soil,1210.4,23.2,5.5,183.5,87.3,222.5,6.4,7.75,49.88
Tomato,Maharashtra,Kharif,Red Soil,528.3,17.2,8.2,153.0,75.5,145.3,17.8,127.29,2269.6
Sugarcane,Madhya Pradesh,Kharif,Clay,1137.8,19.1,8.3,175.1,41.3,211.2,12.3,312.42,3845.92
Mustard,Gujarat,Zaid,Alluvial,1282.4,35.5,8.1,243.2,64.2,126.1,5.4,8.1,43.32
Chickpea,Uttar Pradesh,Rabi,Alluvial,1563.2,16.5,5.9,104.6,65.8,104.7,15.0,8.83,132.14
Groundnut,Karnataka,Zaid,Sandy Loam,678.9,26.6,6.1,296.4,72.1,60.0,19.9,11.46,227.89
Groundnut,Madhya Pradesh,Rabi,Sandy Loam,1325.3,32.4,5.8,240.7,87.5,91.4,8.3,10.12,84.36
Maize,Maharashtra,Zaid,Red Soil,374.9,36.6,5.9,189.3,32.7,154.7,14.8,24.05,355.25
Onion,Gujarat,Kharif,Alluvial,771.0,21.4,5.3,196.0,57.8,190.5,9.8,101.82,994.81
Tomato,Karnataka,Rabi,Red Soil,1152.0,21.7,5.3,156.0,48.6,241.9,6.6,132.58,868.72
Groundnut,Madhya Pradesh,Kharif,Alluvial,1560.3,22.1,7.8,143.4,83.8,88.3,3.6,10.59,38.42
Rice,Maharashtra,Kharif,Loamy,1100.5,25.3,7.0,285.0,40.1,206.2,8.9,26.29,234.67
Tomato,Uttar Pradesh,Rabi,Clay,1457.9,22.4,5.0,189.5,96.5,86.4,17.8,112.64,2000.64
Rice,Madhya Pradesh,Rabi,Clay,1611.2,30.7,7.4,89.9,63.1,121.1,11.9,24.26,288.96
Groundnut,Punjab,Rabi,Sandy Loam,718.0,27.1,7.2,256.6,84.4,80.5,1.9,13.59,25.58
Groundnut,Karnataka,Zaid,Sandy Loam,1720.5,32.8,6.4,247.4,80.6,67.8,10.3,12.75,131.39
Groundnut,Maharashtra,Kharif,Red Soil,1886.2,17.1,7.6,119.0,88.4,120.7,1.1,9.44,10.32
Soybean,Punjab,Rabi,Sandy Loam,1986.5,17.9,7.2,168.4,44.5,192.0,2.8,11.36,31.93
Rice,Punjab,Rabi,Loamy,1872.8,30.8,6.8,197.5,57.1,65.5,18.7,24.99,468.28
Maize,Punjab,Kharif,Black Soil,1928.9,23.7,7.1,257.8,93.1,201.9,4.7,32.47,153.56
Groundnut,Karnataka,Kharif,Sandy Loam,1128.7,24.6,7.9,271.4,48.3,196.3,15.3,12.03,184.11
Chickpea,Uttar Pradesh,Zaid,Black Soil,1265.3,34.3,7.4,174.9,94.3,162.5,5.1,8.87,44.99
Tomato,Uttar Pradesh,Zaid,Black Soil,448.7,21.9,8.4,279.1,57.2,187.2,13.8,125.82,1738.46
Sugarcane,Madhya Pradesh,Kharif,Black Soil,322.3,17.0,8.5,167.8,25.7,215.6,16.2,249.14,4025.95
Potato,Uttar Pradesh,Zaid,Alluvial,1012.9,28.5,5.2,132.5,93.1,203.4,16.7,130.97,2191.66
Onion,Gujarat,Kharif,Loamy,1398.4,24.9,7.0,223.7,34.4,181.5,7.3,108.98,799.02
Mustard,Maharashtra,Kharif,Black Soil,1274.6,25.0,5.1,195.3,89.0,226.0,13.5,8.37,113.26
Sugarcane,Maharashtra,Rabi,Alluvial,1354.5,37.7,6.1,261.2,55.1,117.4,6.5,506.15,3311.13
Mustard,Madhya Pradesh,Kharif,Alluvial,1742.2,22.5,8.1,151.0,96.4,56.3,13.9,8.39,116.57
Tomato,Punjab,Kharif,Black Soil,1166.5,28.9,6.2,230.2,57.6,198.3,5.2,172.87,897.22
Rice,Uttar Pradesh,Kharif,Alluvial,427.5,26.3,6.3,299.8,56.5,57.2,14.3,25.8,369.38
Groundnut,Uttar Pradesh,Zaid,Black Soil,1874.4,37.9,6.3,77.3,26.4,240.2,4.9,11.49,56.87
Groundnut,Maharashtra,Kharif,Sandy Loam,1137.8,21.1,7.0,58.7,57.7,236.8,5.6,11.34,63.2
Wheat,Punjab,Kharif,Red Soil,723.3,17.1,7.5,198.0,25.6,99.0,6.8,23.23,158.04
Rice,Gujarat,Kharif,Red Soil,1301.7,34.2,6.6,65.6,55.1,199.5,14.5,24.48,356.2
Sugarcane,Karnataka,Rabi,Red Soil,1594.8,20.1,6.3,251.0,69.2,170.0,16.2,448.3,7255.47
Tomato,Punjab,Rabi,Sandy Loam,1884.2,21.9,7.4,194.8,37.1,115.6,3.3,123.81,409.6
Chickpea,Gujarat,Kharif,Alluvial,1600.0,20.0,7.1,182.8,48.0,151.0,17.1,9.77,167.41
Onion,Uttar Pradesh,Zaid,Alluvial,1492.8,35.5,8.0,52.3,70.8,223.0,10.8,113.92,1234.71
Soybean,Karnataka,Kharif,Alluvial,442.5,34.2,8.3,175.3,55.3,135.4,14.6,11.39,166.71
Rice,Madhya Pradesh,Rabi,Red Soil,581.6,37.5,6.0,154.1,76.4,182.9,12.3,21.61,266.04
Onion,Madhya Pradesh,Rabi,Loamy,1593.0,29.2,8.5,77.2,61.0,50.4,12.8,69.58,890.52
