soil_type,season,rainfall_mm,temperature_c,ph,nitrogen,phosphorus,potassium,recommended_crop
Clay Loam,Rabi,807.0,25.9,8.84,122.0,19.1,179.4,Chickpea
Clay Loam,Kharif,1279.0,19.0,6.22,130.2,101.4,111.2,Soybean
Alluvial,Kharif,918.5,34.0,4.87,198.3,101.3,43.6,Maize
Alluvial,Kharif,1678.8,39.5,8.02,40.4,21.2,139.7,Maize
Black Soil,Zaid,2220.6,17.9,7.07,324.1,59.8,77.8,Chickpea
Clay,Rabi,507.1,38.1,5.85,96.8,83.5,195.1,Rice
Alluvial,Rabi,2239.7,25.9,5.61,252.3,39.1,111.1,Wheat
Black Soil,Rabi,1075.3,12.5,5.26,303.6,15.4,151.6,Chickpea
Red Soil,Kharif,1656.1,27.8,6.02,184.1,21.4,283.3,Cotton
Red Soil,Rabi,2412.0,28.0,5.03,55.2,38.3,274.8,Groundnut
Red Soil,Kharif,1962.8,16.7,5.17,188.7,112.6,222.6,Cotton
Clay Loam,Kharif,1100.2,33.9,8.77,32.4,61.6,222.6,Soybean
Clay,Zaid,1593.7,19.4,8.41,119.0,114.8,63.4,Rice
Black Soil,Kharif,2073.4,31.7,7.72,213.4,66.3,238.6,Cotton
Black Soil,Kharif,690.7,10.8,8.53,289.9,87.7,270.4,Cotton
Alluvial,Rabi,1788.2,15.4,7.27,94.6,11.3,150.2,Mustard
Clay,Kharif,2338.5,12.4,7.04,145.6,17.5,75.6,Rice
Clay,Zaid,2467.9,30.0,6.68,183.9,71.9,176.2,Rice
Alluvial,Kharif,2407.8,19.2,5.63,183.4,63.3,74.2,Maize
Loamy,Rabi,713.7,32.3,7.36,88.6,19.3,107.7,Wheat
Sandy Loam,Zaid,293.7,30.4,7.73,41.2,90.8,189.4,Tomato
Sandy Loam,Rabi,2201.8,16.0,7.81,338.3,13.4,265.2,Mustard
Clay,Kharif,500.8,37.1,5.89,240.2,88.7,104.1,Rice
Sandy Loam,Rabi,2285.1,36.9,7.59,284.6,18.1,212.2,Potato
Sandy Loam,Zaid,722.5,36.2,8.72,240.3,111.1,299.3,Tomato
Red Soil,Rabi,2385.7,23.1,6.28,267.0,54.3,118.8,Groundnut
Black Soil,Rabi,1782.3,38.5,6.18,321.6,45.3,146.8,Chickpea
Red Soil,Zaid,798.0,14.8,8.26,310.2,90.5,299.4,Groundnut
Red Soil,Zaid,1656.7,13.0,4.97,303.8,62.7,283.9,Cotton
Black Soil,Zaid,1600.7,37.8,7.2,48.5,10.9,278.6,Cotton
Black Soil,Zaid,593.8,27.5,8.82,200.4,14.5,164.3,Chickpea
Alluvial,Zaid,425.4,34.9,7.73,82.0,49.8,174.3,Maize
Sandy Loam,Zaid,1107.4,12.3,5.37,249.8,22.2,154.0,Onion
Loamy,Zaid,1646.1,30.0,8.23,113.1,40.7,200.7,Onion
Clay Loam,Kharif,2182.9,38.9,5.19,56.4,83.5,41.6,Soybean
Black Soil,Rabi,1307.8,10.3,4.53,345.8,98.6,142.3,Chickpea
Black Soil,Kharif,2473.3,26.0,8.29,332.7,106.1,45.4,Soybean
Clay,Rabi,2432.0,15.0,4.55,175.8,42.6,158.9,Rice
Sandy Loam,Zaid,1856.0,23.2,7.02,349.2,35.8,137.3,Onion
Red Soil,Kharif,1908.9,19.3,8.93,212.7,41.5,297.4,Cotton
Loamy,Rabi,1565.8,12.3,4.56,316.4,27.6,117.8,Mustard
Loamy,Rabi,1678.1,11.0,5.75,117.8,83.4,153.3,Mustard
Sandy Loam,Zaid,2276.6,31.4,6.0,329.8,87.2,90.0,Onion
Loamy,Kharif,767.0,31.7,6.28,190.5,61.4,73.2,Groundnut
Red Soil,Rabi,1257.7,27.8,8.25,100.2,53.4,194.8,Cotton
Loamy,Zaid,1195.8,30.1,5.39,196.6,80.0,250.6,Tomato
Sandy Loam,Rabi,745.1,13.6,6.65,300.9,23.2,118.7,Mustard
Red Soil,Rabi,2168.7,32.9,8.87,261.0,14.5,274.1,Cotton
Clay,Rabi,1515.4,16.8,7.22,150.2,80.9,234.6,Rice
Clay Loam,Rabi,2392.9,12.1,6.35,118.4,72.3,173.0,Onion
Black Soil,Kharif,469.0,34.2,7.06,221.3,37.9,164.1,Cotton
Loamy,Kharif,939.0,29.6,6.95,92.6,25.8,71.1,Maize
Black Soil,Rabi,1779.6,33.3,6.47,133.3,47.5,154.9,Chickpea
Clay,Rabi,1009.5,14.7,6.51,185.5,29.6,142.2,Rice
Red Soil,Zaid,252.4,11.4,6.07,268.1,15.0,196.2,Cotton
Clay,Zaid,749.5,16.1,5.02,47.8,89.1,185.7,Rice
Black Soil,Kharif,1682.8,21.8,5.68,196.8,68.3,180.0,Cotton
Red Soil,Kharif,747.3,11.0,6.54,193.8,96.1,33.9,Groundnut
Clay,Kharif,1888.3,35.9,7.37,263.9,43.7,274.4,Rice
Alluvial,Rabi,278.8,38.6,7.32,344.6,82.5,204.2,Potato
Clay Loam,Rabi,398.6,13.1,5.45,334.3,49.5,126.0,Wheat
Loamy,Kharif,886.2,32.6,6.56,276.3,75.4,227.2,Rice
Alluvial,Rabi,1082.4,39.0,8.63,229.1,51.5,177.0,Wheat
Loamy,Kharif,2157.4,18.9,7.28,225.4,64.8,296.2,Groundnut
Clay Loam,Rabi,2000.0,29.8,4.56,188.0,29.3,272.0,Wheat
Sandy Loam,Rabi,1360.9,22.3,7.03,313.4,29.5,239.7,Potato
Sandy Loam,Zaid,1776.2,36.1,5.05,311.4,68.5,53.8,Tomato
Red Soil,Rabi,419.9,10.9,6.85,124.5,97.3,241.7,Groundnut
Sandy Loam,Zaid,996.1,26.9,6.42,188.1,24.2,255.0,Onion
Loamy,Kharif,707.5,17.9,4.64,75.1,17.5,277.3,Soybean
Red Soil,Kharif,458.4,39.3,5.36,296.1,61.3,260.8,Groundnut
Sandy Loam,Zaid,1883.6,13.5,5.26,118.6,15.4,61.2,Tomato
Sandy Loam,Rabi,1727.5,15.3,7.96,162.3,66.3,167.9,Tomato
Alluvial,Kharif,426.1,21.8,5.98,255.5,47.6,107.8,Maize
Black Soil,Kharif,2175.0,24.5,8.42,274.2,64.5,175.8,Soybean
Clay,Zaid,929.2,17.2,8.68,101.0,30.3,71.6,Rice
Sandy Loam,Kharif,1232.5,28.8,4.86,33.1,117.3,170.9,Groundnut
Black Soil,Zaid,1956.0,30.7,5.98,296.5,112.8,48.9,Chickpea
Clay,Kharif,1032.9,25.1,5.15,39.5,101.0,201.5,Rice
Clay,Zaid,2357.5,17.1,8.17,111.7,15.9,242.3,Rice
Black Soil,Rabi,254.3,25.7,5.54,262.3,22.1,174.9,Chickpea
Clay Loam,Kharif,793.9,39.0,7.01,210.9,16.1,290.7,Soybean
Alluvial,Zaid,510.2,25.1,4.6,265.6,74.4,217.0,Potato
Black Soil,Rabi,882.3,24.0,6.11,80.6,101.9,152.7,Chickpea
Loamy,Rabi,1896.0,14.4,8.74,51.3,63.6,205.0,Mustard
Loamy,Kharif,532.4,37.0,4.73,64.7,97.0,169.9,Maize
Black Soil,Zaid,867.2,33.2,5.67,293.6,86.4,40.9,Soybean
Red Soil,Zaid,308.5,20.5,8.5,44.7,90.6,126.8,Cotton
Sandy Loam,Kharif,1025.5,37.0,7.41,278.4,61.7,111.3,Groundnut
Clay Loam,Rabi,2253.2,32.8,6.23,182.7,62.8,281.1,Wheat
Clay,Rabi,1463.1,39.1,8.02,110.7,116.8,157.0,Rice
Clay,Rabi,2376.0,11.1,8.31,35.1,13.3,152.5,Rice
Black Soil,Zaid,2286.7,21.0,5.85,245.5,27.9,206.6,Cotton
Clay Loam,Kharif,1155.8,19.5,8.19,279.1,29.6,165.1,Soybean
Clay Loam,Rabi,235.8,31.0,7.16,201.6,89.5,34.4,Wheat
Clay Loam,Zaid,1274.5,27.5,4.89,33.1,104.9,66.0,Tomato
Clay Loam,Zaid,828.7,25.0,5.28,34.0,111.3,99.9,Onion
Clay,Zaid,2232.3,31.8,6.1,305.0,108.1,74.5,Rice
Alluvial,Zaid,1167.7,35.1,8.22,57.8,93.7,185.0,Mustard
Red Soil,Rabi,1507.9,11.6,7.43,158.2,22.6,105.5,Cotton
Sandy Loam,Rabi,2079.4,35.1,6.74,164.3,100.2,56.6,Mustard
Red Soil,Kharif,1710.8,34.3,7.74,107.8,109.5,217.6,Groundnut
Clay Loam,Zaid,1801.2,36.2,8.24,235.8,48.1,131.1,Onion
Sandy Loam,Rabi,1444.7,14.9,8.95,205.5,10.4,52.6,Potato
Black Soil,Kharif,1947.1,11.0,8.84,154.0,66.6,100.9,Soybean
Black Soil,Rabi,1743.9,12.7,6.68,267.6,81.4,292.3,Chickpea
Red Soil,Kharif,626.3,26.5,7.2,303.1,37.8,124.6,Groundnut
Clay,Rabi,1009.9,25.0,5.29,135.5,30.5,70.0,Rice
Loamy,Zaid,2493.9,18.6,6.38,317.3,51.0,114.7,Tomato
Clay Loam,Rabi,2344.4,19.8,5.74,345.0,60.5,195.7,Wheat
Red Soil,Rabi,1708.6,22.9,8.41,325.0,77.3,249.4,Groundnut
Black Soil,Zaid,1266.3,12.1,6.75,255.7,23.8,131.2,Cotton
Loamy,Zaid,1037.7,33.9,8.74,334.2,95.6,212.1,Tomato
Sandy Loam,Rabi,953.6,22.6,8.36,109.0,46.8,60.3,Potato
Sandy Loam,Kharif,1515.8,36.3,5.15,183.6,111.2,116.7,Groundnut
Red Soil,Rabi,1718.4,15.9,6.88,331.2,102.8,270.3,Groundnut
Black Soil,Kharif,2349.5,36.4,8.47,312.7,92.0,61.9,Soybean
Alluvial,Kharif,1468.5,11.8,7.26,252.7,73.5,199.9,Cotton
Black Soil,Kharif,2007.4,17.9,6.46,164.7,76.4,252.2,Soybean
Clay Loam,Kharif,1575.9,35.3,6.83,308.4,101.4,164.0,Soybean
Clay Loam,Rabi,1236.5,14.8,5.36,62.3,35.3,214.0,Chickpea
Clay Loam,Kharif,2076.9,13.1,6.77,187.8,82.6,78.6,Soybean
Clay,Rabi,535.7,33.5,8.19,297.5,41.9,260.4,Rice
Sandy Loam,Rabi,1325.1,22.3,5.95,63.6,64.8,72.2,Mustard
Clay,Kharif,1484.7,17.3,8.81,310.8,90.3,165.4,Rice
Clay Loam,Zaid,588.7,11.4,7.28,49.5,50.0,119.4,Onion
Red Soil,Zaid,2461.0,15.3,4.72,45.4,72.9,80.7,Cotton
Clay Loam,Zaid,1400.3,25.2,8.38,66.2,43.0,160.4,Onion
Clay Loam,Zaid,1815.2,31.6,7.55,341.2,31.8,181.4,Onion
Black Soil,Zaid,919.9,28.3,5.56,59.9,64.0,222.6,Chickpea
Clay,Zaid,1840.1,15.2,5.16,272.0,44.9,108.3,Rice
Black Soil,Rabi,410.0,26.2,5.05,50.2,67.9,228.5,Chickpea
Clay,Zaid,1101.9,28.2,7.45,296.1,109.7,240.7,Rice
Red Soil,Zaid,979.3,29.9,8.4,193.0,38.3,45.3,Cotton
Clay,Rabi,431.6,35.1,5.17,199.8,43.9,63.4,Rice
Red Soil,Rabi,524.7,15.3,7.95,202.3,50.3,243.0,Cotton
Alluvial,Rabi,930.2,21.7,8.52,337.1,93.9,115.5,Wheat
Alluvial,Rabi,467.6,36.5,5.09,278.2,83.3,262.4,Wheat
Black Soil,Kharif,1443.8,23.1,8.74,79.6,24.9,196.5,Cotton
Clay Loam,Rabi,263.8,24.8,5.15,112.0,70.8,120.1,Wheat
Red Soil,Kharif,2456.5,38.3,8.41,249.8,32.2,245.6,Groundnut
Black Soil,Zaid,708.5,39.9,6.27,109.3,42.9,258.4,Soybean
Clay Loam,Kharif,2455.7,34.0,5.93,298.4,98.3,34.7,Soybean
Alluvial,Kharif,1201.0,20.5,5.0,322.7,99.9,172.2,Maize
Alluvial,Rabi,1360.4,23.6,5.64,114.9,113.6,177.3,Potato
Black Soil,Kharif,947.1,16.8,6.93,112.3,15.9,178.6,Soybean
Red Soil,Zaid,954.5,25.8,5.11,143.2,28.1,131.5,Groundnut
Loamy,Rabi,2326.2,20.2,7.85,172.9,94.3,184.7,Wheat
Clay,Kharif,2351.4,11.1,8.46,30.5,111.7,204.6,Rice
Alluvial,Zaid,1289.8,28.4,6.84,137.9,86.6,257.5,Wheat
Sandy Loam,Zaid,489.6,38.0,8.54,236.8,64.1,129.7,Tomato
Loamy,Rabi,541.9,30.1,6.88,77.9,40.4,268.3,Chickpea
Red Soil,Zaid,1817.0,24.7,4.94,247.7,33.2,128.6,Cotton
Black Soil,Zaid,1235.5,27.2,5.39,175.0,17.8,110.8,Cotton
Loamy,Zaid,987.6,15.2,8.34,267.7,84.9,194.8,Tomato
Alluvial,Rabi,391.8,25.6,6.24,225.9,23.9,269.7,Mustard
Black Soil,Kharif,1263.4,22.3,6.62,117.2,73.7,170.6,Soybean
Clay Loam,Rabi,1611.6,35.8,5.15,338.0,23.1,109.6,Chickpea
Sandy Loam,Kharif,820.5,33.3,8.92,58.4,91.5,183.6,Groundnut
Red Soil,Kharif,2456.5,39.4,8.82,305.4,13.3,217.0,Groundnut
Clay,Rabi,1273.2,20.6,6.18,331.0,107.6,188.6,Rice
Black Soil,Zaid,1143.2,10.6,7.99,47.0,15.3,285.8,Cotton
Loamy,Zaid,289.4,17.3,7.51,141.8,54.2,248.8,Tomato
Loamy,Zaid,1368.2,27.3,5.86,165.3,98.2,123.5,Tomato
Red Soil,Kharif,1857.1,11.2,6.88,216.7,36.7,285.0,Groundnut
Black Soil,Rabi,1331.4,17.8,7.21,197.3,20.1,34.0,Chickpea
Sandy Loam,Zaid,1197.5,14.2,7.19,85.3,40.8,279.0,Onion
Clay,Rabi,2421.2,28.9,4.5,342.7,41.9,243.4,Rice
Black Soil,Kharif,1996.8,35.6,5.66,91.1,62.9,78.1,Soybean
Clay,Rabi,2193.1,14.6,6.58,76.8,32.1,83.8,Rice
Alluvial,Zaid,849.4,20.8,5.74,341.8,37.1,191.6,Mustard
Black Soil,Kharif,786.8,18.7,4.73,92.3,14.3,181.9,Cotton
Sandy Loam,Kharif,1344.6,28.9,6.3,72.3,48.3,298.8,Groundnut
Black Soil,Rabi,678.6,34.2,8.68,119.6,97.0,177.4,Chickpea
Alluvial,Zaid,2484.1,26.4,8.65,152.8,81.7,88.1,Maize
Black Soil,Kharif,1591.5,39.6,5.22,217.6,87.2,167.9,Cotton
Black Soil,Kharif,536.4,19.3,7.84,216.8,70.0,223.4,Cotton
Sandy Loam,Zaid,1832.8,22.1,6.92,112.8,70.8,261.9,Onion
Clay Loam,Rabi,1826.5,35.7,6.49,293.9,79.1,97.5,Wheat
Clay Loam,Kharif,392.0,35.3,8.88,95.2,22.3,294.4,Soybean
Clay Loam,Zaid,2343.0,38.1,5.51,236.0,114.2,88.6,Tomato
Clay Loam,Zaid,289.6,23.9,8.72,43.0,65.0,268.1,Tomato
Clay,Rabi,1008.4,31.6,4.99,252.6,64.5,147.9,Rice
Red Soil,Zaid,2019.4,25.0,7.88,338.5,13.7,208.1,Groundnut
Loamy,Rabi,2382.1,17.3,8.37,209.7,110.4,64.6,Chickpea
Clay,Kharif,2227.6,34.5,7.58,183.9,25.1,212.3,Rice
Black Soil,Zaid,1428.4,12.8,8.66,146.5,100.3,212.0,Chickpea
Clay,Kharif,2466.8,19.1,6.23,208.1,77.9,212.3,Rice
Sandy Loam,Kharif,1979.2,15.4,6.01,93.8,18.5,298.8,Groundnut
Loamy,Zaid,711.5,13.2,5.13,207.5,114.7,115.8,Tomato
Black Soil,Kharif,1390.5,27.0,4.56,337.7,100.8,66.5,Soybean
Loamy,Zaid,606.8,29.1,7.1,301.8,61.5,95.9,Onion
Black Soil,Rabi,704.8,13.0,5.51,149.9,16.6,87.2,Chickpea
Black Soil,Rabi,1941.2,17.8,5.51,282.1,21.1,55.9,Chickpea
Clay Loam,Zaid,1768.1,29.3,7.88,289.0,92.3,143.6,Tomato
Black Soil,Zaid,2033.2,25.7,5.64,164.3,52.1,74.7,Chickpea
Sandy Loam,Kharif,844.0,37.5,4.81,306.8,89.4,180.0,Maize
Sandy Loam,Zaid,2283.7,34.2,4.77,57.8,78.8,250.7,Tomato
Clay,Zaid,846.6,31.3,5.34,230.5,37.9,162.3,Rice
Alluvial,Rabi,1162.1,18.9,5.15,261.5,23.5,93.3,Mustard
Alluvial,Rabi,1863.6,33.2,6.47,89.7,112.7,59.5,Mustard
Loamy,Zaid,918.0,16.3,4.73,293.8,38.7,290.7,Onion
Sandy Loam,Rabi,668.8,10.1,7.09,326.6,32.4,78.6,Potato
Alluvial,Kharif,2323.5,18.0,5.33,74.6,44.1,259.2,Cotton
Black Soil,Rabi,2267.0,14.0,6.84,32.2,52.1,248.1,Chickpea
Clay Loam,Rabi,1040.5,14.0,8.55,39.7,77.8,244.3,Chickpea
Alluvial,Kharif,2076.2,22.7,7.23,305.8,86.7,56.0,Rice
Black Soil,Rabi,235.1,20.2,6.68,72.5,77.3,163.8,Chickpea
Sandy Loam,Zaid,222.9,27.5,8.08,270.2,77.6,102.8,Onion
Loamy,Zaid,1079.2,16.1,7.14,288.2,35.0,149.5,Onion
Clay Loam,Rabi,1509.1,35.1,5.0,205.0,119.1,225.9,Chickpea
Clay Loam,Zaid,287.9,17.0,4.53,44.1,114.5,259.7,Tomato
Black Soil,Zaid,1100.3,15.3,7.33,39.3,75.3,213.2,Soybean
Loamy,Kharif,883.9,25.1,7.75,136.8,47.8,250.0,Maize
Alluvial,Rabi,1716.5,31.7,4.6,180.8,112.7,282.1,Potato
Red Soil,Rabi,1241.5,16.3,4.54,310.5,107.4,262.8,Cotton
Clay Loam,Kharif,1147.2,26.5,8.66,214.0,118.1,38.5,Soybean
Clay,Zaid,1352.3,15.7,6.38,178.7,101.3,297.1,Rice
Clay Loam,Rabi,2161.4,29.0,5.23,183.4,85.6,31.3,Onion
Black Soil,Rabi,2321.4,23.2,7.89,261.8,39.4,83.9,Chickpea
Clay Loam,Rabi,2184.1,31.4,7.26,108.0,20.5,216.3,Onion
Loamy,Zaid,1616.4,36.3,8.07,261.2,79.8,83.2,Onion
Alluvial,Kharif,613.7,20.9,8.97,108.2,99.1,270.7,Cotton
Clay,Zaid,1487.4,15.8,6.6,133.7,88.3,239.7,Rice
Clay Loam,Zaid,2348.9,18.5,6.32,208.6,62.7,228.9,Tomato
Red Soil,Kharif,1339.2,17.8,7.74,201.7,65.2,117.2,Cotton
Black Soil,Kharif,483.1,36.5,6.75,320.5,73.3,241.8,Cotton
Black Soil,Kharif,2339.7,37.3,6.09,166.7,25.0,235.9,Cotton
Alluvial,Rabi,504.6,14.4,6.26,61.8,32.0,38.1,Potato
Loamy,Kharif,2297.4,39.4,5.61,220.8,37.4,85.0,Groundnut
Alluvial,Rabi,1588.1,35.9,7.9,304.2,56.3,172.1,Wheat
Alluvial,Kharif,393.0,27.1,7.65,304.5,23.4,179.1,Cotton
Alluvial,Rabi,1496.6,25.4,8.55,126.5,34.8,38.4,Potato
Red Soil,Zaid,2208.0,23.5,5.43,321.1,73.7,107.7,Cotton
Red Soil,Rabi,2138.0,18.8,8.74,173.4,42.0,157.2,Groundnut
Loamy,Rabi,2303.3,21.7,5.51,316.1,37.4,106.6,Wheat
Black Soil,Zaid,1702.9,24.0,6.41,200.6,56.6,281.8,Cotton
Clay Loam,Zaid,1823.0,38.2,6.67,253.0,114.9,289.0,Tomato
Black Soil,Zaid,1637.6,10.5,4.67,259.0,80.2,139.7,Chickpea
Red Soil,Kharif,505.1,33.7,4.98,110.0,98.1,225.0,Cotton
Sandy Loam,Rabi,568.3,15.0,8.32,197.5,34.2,146.8,Mustard
Red Soil,Kharif,618.2,24.5,5.27,204.2,23.6,228.3,Groundnut
Sandy Loam,Rabi,984.7,11.0,5.31,226.1,60.4,191.6,Potato
Loamy,Rabi,888.7,16.8,8.34,209.2,118.6,94.9,Chickpea
Clay,Kharif,605.5,36.6,5.54,168.0,101.6,273.1,Rice
Loamy,Zaid,967.7,38.1,8.41,151.5,40.5,204.3,Onion
Red Soil,Rabi,2398.4,31.2,4.89,204.6,109.2,292.2,Groundnut
Loamy,Kharif,1863.1,32.4,5.31,257.8,59.0,42.7,Maize
Red Soil,Zaid,2133.7,35.1,7.14,205.0,45.2,182.7,Groundnut
Red Soil,Rabi,566.5,16.9,7.42,47.2,38.5,264.3,Cotton
Red Soil,Rabi,329.0,14.5,8.85,301.1,110.4,89.3,Groundnut
Alluvial,Rabi,2093.9,28.2,5.15,171.9,60.3,132.0,Potato
Alluvial,Rabi,1728.5,28.0,4.5,291.8,61.9,250.9,Mustard
Sandy Loam,Rabi,2015.9,13.8,8.66,44.0,35.8,116.3,Mustard
Alluvial,Zaid,1521.5,38.6,7.61,69.8,91.2,79.1,Mustard
Red Soil,Kharif,488.9,35.2,8.93,348.4,116.9,196.8,Cotton
Loamy,Zaid,2476.8,19.7,8.22,319.3,63.7,136.4,Onion
Black Soil,Zaid,201.4,12.8,5.77,198.3,51.1,135.3,Soybean
Clay,Zaid,2346.8,19.8,4.65,175.8,29.0,105.0,Rice
Sandy Loam,Rabi,1917.8,20.7,5.4,146.6,43.1,235.2,Potato
Loamy,Zaid,408.1,20.6,5.02,46.2,108.1,89.6,Tomato
Loamy,Kharif,1855.6,20.7,5.08,107.2,84.3,292.0,Rice
Loamy,Rabi,1220.2,27.4,6.53,163.4,49.9,135.7,Potato
Clay,Kharif,989.3,34.9,5.77,220.7,33.0,277.0,Rice
Clay Loam,Kharif,1723.5,33.9,6.64,330.9,33.3,191.7,Soybean
Alluvial,Rabi,1367.1,34.7,8.09,324.4,117.7,202.3,Potato
Black Soil,Zaid,913.4,31.6,5.86,71.0,34.2,216.9,Soybean
Clay,Kharif,311.8,29.2,4.72,331.1,104.3,150.4,Rice
Black Soil,Rabi,1829.2,35.0,8.85,239.5,84.3,72.2,Chickpea
Clay,Zaid,552.8,19.2,4.98,311.8,44.4,53.9,Rice
Clay,Rabi,1429.1,15.1,6.48,77.7,102.8,206.0,Rice
Clay,Rabi,717.2,19.3,6.55,63.3,107.5,62.5,Rice
Black Soil,Rabi,2169.7,33.3,5.22,105.2,30.5,60.6,Chickpea
Clay Loam,Kharif,451.7,32.6,8.67,306.3,55.7,235.5,Soybean
Alluvial,Rabi,457.4,20.5,7.54,82.5,78.2,156.2,Wheat
Alluvial,Zaid,1482.3,39.4,7.93,255.5,88.4,236.7,Mustard
Clay,Kharif,1203.5,25.5,5.19,315.4,118.6,220.4,Rice
Alluvial,Kharif,1113.7,16.2,7.41,118.1,92.9,206.5,Maize
Alluvial,Kharif,2188.3,33.7,8.36,46.2,77.4,123.7,Cotton
Sandy Loam,Zaid,427.1,29.2,6.41,268.1,98.9,215.6,Onion
Alluvial,Rabi,857.3,21.8,5.1,146.1,15.3,267.1,Mustard
Loamy,Rabi,2052.4,33.9,7.15,234.7,52.1,142.5,Chickpea
Loamy,Rabi,1824.1,29.4,6.67,37.1,29.5,185.0,Mustard
Clay Loam,Rabi,894.9,29.5,6.76,59.2,88.5,284.6,Wheat
Sandy Loam,Kharif,1755.8,22.5,5.02,290.4,109.2,286.6,Maize
Sandy Loam,Rabi,2385.2,22.5,5.28,273.0,74.4,90.5,Potato
Alluvial,Zaid,2115.1,19.9,6.62,112.1,21.3,199.1,Potato
Loamy,Kharif,2086.1,27.6,5.07,211.8,12.0,174.0,Maize
Sandy Loam,Rabi,687.1,25.6,8.75,295.6,56.9,118.9,Potato
Clay Loam,Rabi,1894.3,23.1,7.51,347.5,82.2,95.4,Onion
Clay,Rabi,563.0,14.2,5.22,74.8,115.0,72.5,Rice
Alluvial,Rabi,590.2,15.5,8.86,262.3,81.9,126.0,Wheat
Black Soil,Kharif,2201.9,13.2,6.04,216.7,45.8,207.7,Cotton
Loamy,Zaid,1193.5,17.6,7.37,59.5,74.9,279.4,Tomato
Sandy Loam,Kharif,713.7,32.1,6.02,314.7,38.6,145.8,Maize
Black Soil,Kharif,565.0,12.3,7.9,200.1,76.0,226.4,Soybean
Red Soil,Kharif,870.1,11.2,8.6,111.2,34.7,41.8,Cotton
Black Soil,Rabi,960.9,10.8,7.61,138.5,92.9,30.5,Chickpea
Loamy,Kharif,1794.2,30.9,7.62,161.9,51.3,276.9,Groundnut
Clay Loam,Zaid,979.8,22.3,7.4,342.2,72.8,30.0,Tomato
Loamy,Zaid,1042.5,16.1,6.83,325.2,16.3,242.4,Tomato
Clay,Rabi,1642.4,22.0,5.4,337.9,87.9,228.3,Rice
Loamy,Rabi,1432.1,12.7,7.13,248.1,42.9,149.4,Mustard
Clay,Rabi,2210.8,17.6,6.62,349.9,76.0,182.4,Rice
Clay,Zaid,1815.6,18.6,8.7,201.1,47.7,207.9,Rice
Clay,Zaid,1271.5,17.7,5.52,252.4,30.8,282.0,Rice
Loamy,Zaid,421.0,27.9,8.23,136.8,26.1,202.5,Onion
Alluvial,Rabi,997.0,17.5,6.59,186.8,115.6,163.7,Mustard
Loamy,Kharif,2343.9,18.4,5.36,210.0,89.4,211.4,Groundnut
Red Soil,Zaid,503.4,10.2,6.03,204.9,23.1,136.3,Groundnut
Clay Loam,Zaid,2491.6,15.2,5.22,88.0,62.2,238.8,Tomato
Clay,Kharif,729.0,15.2,7.68,125.9,12.4,170.7,Rice
Sandy Loam,Kharif,1952.7,17.8,7.49,217.9,26.2,99.6,Maize
Loamy,Kharif,2122.8,24.6,8.44,41.9,70.7,236.9,Rice
Alluvial,Kharif,802.6,25.1,8.52,137.6,94.9,55.2,Rice
Sandy Loam,Zaid,269.9,39.1,8.69,104.4,30.5,56.7,Onion
Clay,Zaid,471.2,25.0,5.16,117.6,27.2,199.1,Rice
Clay Loam,Zaid,1127.9,17.6,8.35,149.1,93.7,279.4,Onion
Sandy Loam,Kharif,433.3,32.6,6.67,194.8,15.9,142.0,Groundnut
Red Soil,Rabi,997.0,21.2,7.63,343.1,53.2,43.4,Groundnut
Clay Loam,Rabi,491.7,26.8,5.48,30.4,49.5,174.1,Chickpea
Clay,Zaid,2485.2,31.5,5.13,33.1,14.4,112.2,Rice
Black Soil,Zaid,2429.9,29.8,6.18,338.8,47.9,276.4,Chickpea
Sandy Loam,Zaid,829.2,36.7,6.59,290.2,25.8,255.2,Tomato
Alluvial,Rabi,1601.0,27.6,8.23,262.8,100.0,203.7,Potato
Clay Loam,Rabi,916.9,30.0,4.89,69.3,13.2,208.8,Chickpea
Sandy Loam,Rabi,857.5,35.2,5.08,55.9,28.9,34.5,Mustard
Alluvial,Kharif,2299.0,29.9,6.87,283.3,11.2,181.5,Maize
Clay Loam,Kharif,2483.2,14.1,7.66,278.3,45.3,112.6,Soybean
Sandy Loam,Rabi,369.3,28.8,8.56,69.6,26.0,183.0,Potato
Sandy Loam,Zaid,544.2,35.7,7.02,316.9,12.2,118.0,Tomato
Alluvial,Zaid,264.4,13.8,7.02,225.6,65.3,168.7,Cotton
Loamy,Zaid,1533.1,30.1,7.96,94.9,68.9,239.3,Onion
Clay Loam,Zaid,1275.8,37.5,8.78,298.3,11.9,142.5,Onion
Clay,Kharif,1017.1,24.6,5.98,283.3,40.3,134.3,Rice
Alluvial,Kharif,2338.2,20.9,7.16,304.3,55.2,156.7,Cotton
Clay Loam,Zaid,452.4,38.2,4.59,349.8,107.3,43.0,Tomato
Red Soil,Rabi,1631.8,24.8,8.91,276.6,52.7,196.2,Cotton
Alluvial,Zaid,691.0,20.5,8.52,124.3,112.8,182.6,Potato
Clay Loam,Rabi,1676.3,15.0,5.7,219.3,97.3,299.0,Chickpea
Clay,Rabi,2478.8,28.9,5.97,285.0,93.4,216.2,Rice
Sandy Loam,Kharif,2058.8,27.2,5.82,162.5,94.9,244.2,Groundnut
Alluvial,Kharif,325.7,26.4,6.73,190.8,114.6,80.4,Cotton
Alluvial,Rabi,364.2,28.8,8.66,104.1,80.1,278.6,Mustard
