crop,season,humidity_percent,temperature_c,rainfall_mm,disease_risk,disease_occurred
Soybean,Kharif,93.0,22.2,637.2,High,Rust
Soybean,Kharif,63.9,22.4,301.5,Medium,None
Tomato,Kharif,81.6,34.3,1025.5,High,Early Blight
Tomato,Kharif,88.9,18.5,871.6,High,Fruit Borer
Tomato,Kharif,92.4,27.8,1550.6,High,Early Blight
Soybean,Zaid,62.8,25.3,692.3,Low,None
Tomato,Kharif,50.6,23.8,941.6,Medium,Late Blight
Wheat,Zaid,74.6,21.5,1677.6,Medium,Powdery Mildew
Soybean,Zaid,80.7,35.4,1683.9,Medium,Pod Borer
Rice,Kharif,51.4,23.6,1557.9,Medium,Blast
Rice,Kharif,76.9,24.6,839.9,High,Brown Spot
Soybean,Zaid,74.4,19.1,1606.6,Medium,Rust
Potato,Kharif,62.7,22.1,1725.7,Medium,Early Blight
Tomato,Kharif,67.9,26.5,1893.5,High,Early Blight
Rice,Zaid,81.5,16.4,872.3,Medium,Blast
Wheat,Rabi,52.7,23.2,884.7,Low,None
Cotton,Zaid,42.1,29.0,795.7,Low,None
Cotton,Kharif,93.4,24.9,860.9,High,Bollworm
Potato,Rabi,88.6,21.3,940.5,Medium,Early Blight
Tomato,Rabi,69.3,31.2,1412.7,Medium,Early Blight
Tomato,Zaid,70.0,15.8,479.8,Low,None
Cotton,Rabi,65.6,36.0,1032.9,Low,None
Rice,Zaid,86.8,34.7,1040.2,Medium,Bacterial Leaf Blight
Tomato,Kharif,79.7,37.8,1654.1,High,Fruit Borer
Rice,Zaid,92.6,19.6,1403.7,Medium,Brown Spot
Soybean,Rabi,78.0,26.3,1145.8,High,Yellow Mosaic
Rice,Kharif,59.1,21.4,1479.6,Medium,Brown Spot
Rice,Rabi,69.4,32.6,629.7,Low,None
Potato,Zaid,70.8,23.2,1474.5,High,Early Blight
Cotton,Rabi,70.2,18.7,431.0,Low,None
Rice,Rabi,50.9,20.4,1610.3,Medium,Bacterial Leaf Blight
Wheat,Zaid,61.1,20.7,771.2,Low,None
Wheat,Rabi,60.2,20.7,663.8,Low,None
Rice,Rabi,63.5,34.6,1981.7,Medium,Bacterial Leaf Blight
Wheat,Kharif,63.1,33.9,375.8,Medium,Rust
Rice,Zaid,63.9,17.8,244.5,Low,None
Tomato,Kharif,73.3,32.6,454.8,Medium,None
Potato,Kharif,47.6,16.7,792.1,Low,None
Cotton,Zaid,56.8,32.8,666.7,Low,None
Rice,Kharif,70.9,20.5,1399.2,Medium,Blast
Tomato,Zaid,43.7,19.9,1210.6,Medium,None
Rice,Zaid,81.2,24.7,1671.4,High,Bacterial Leaf Blight
Rice,Zaid,89.2,21.0,543.3,Medium,None
Wheat,Zaid,87.7,33.5,354.9,Low,None
Potato,Rabi,89.3,37.0,644.3,Medium,Late Blight
Cotton,Kharif,92.5,33.0,935.9,High,Bacterial Blight
Rice,Zaid,93.5,26.6,239.9,High,Bacterial Leaf Blight
Soybean,Rabi,47.5,19.4,949.8,Low,None
Soybean,Rabi,57.3,17.1,1476.5,Low,None
Wheat,Zaid,75.0,24.6,1615.4,High,Rust
Cotton,Zaid,63.3,31.2,520.2,Low,None
Soybean,Rabi,75.4,33.0,1720.6,Medium,Yellow Mosaic
Soybean,Rabi,89.7,17.2,325.1,Low,None
Tomato,Rabi,79.4,23.2,1946.3,High,Late Blight
Wheat,Rabi,81.3,26.6,1253.9,High,Loose Smut
Potato,Kharif,69.8,25.5,1037.2,Medium,Late Blight
Tomato,Kharif,82.6,21.2,638.4,Medium,Fruit Borer
Potato,Kharif,52.4,24.4,1173.9,Low,None
Potato,Zaid,58.3,29.6,580.4,Low,None
Soybean,Zaid,85.1,33.8,285.4,Medium,None
Potato,Rabi,93.1,33.6,1132.9,Medium,Late Blight
Cotton,Rabi,50.9,32.2,629.1,Low,None
Potato,Rabi,72.2,36.4,1728.0,Medium,None
Rice,Rabi,63.4,26.1,577.2,Low,None
Potato,Zaid,66.7,33.6,1458.9,Medium,None
Potato,Kharif,68.2,25.4,1551.7,High,Late Blight
Cotton,Zaid,40.1,29.3,303.5,Low,None
Tomato,Rabi,57.7,20.5,1397.3,Low,None
Wheat,Kharif,46.7,29.2,1400.9,Medium,Rust
Rice,Rabi,47.4,24.7,1025.7,Low,None
Soybean,Rabi,88.0,25.5,1850.9,High,Rust
Rice,Rabi,42.6,33.4,572.6,Low,None
Tomato,Zaid,94.8,30.5,1021.8,Medium,Fruit Borer
Rice,Zaid,45.1,26.6,1743.2,Medium,Bacterial Leaf Blight
Potato,Kharif,56.6,31.1,1478.5,Medium,Late Blight
Tomato,Zaid,46.8,15.1,743.6,Low,None
Wheat,Kharif,77.2,30.7,941.2,Medium,Powdery Mildew
Rice,Kharif,45.8,37.8,1467.5,Medium,Blast
Cotton,Kharif,45.1,36.2,818.3,Low,None
Rice,Rabi,61.4,29.8,204.1,Low,None
Soybean,Zaid,46.8,35.7,394.1,Low,None
Soybean,Rabi,54.9,36.7,685.6,Low,None
Soybean,Kharif,84.7,24.7,1941.0,High,Rust
Tomato,Kharif,91.1,17.5,1696.3,High,Late Blight
Rice,Rabi,58.9,31.2,323.7,Low,None
Wheat,Kharif,49.8,27.3,496.3,Low,None
Rice,Kharif,55.0,27.6,1889.2,Medium,Blast
Tomato,Rabi,90.3,28.7,504.5,High,Early Blight
Tomato,Zaid,56.1,17.5,634.5,Low,None
Cotton,Rabi,84.2,35.5,592.2,Low,None
Cotton,Zaid,93.4,27.7,1469.1,High,Bollworm
Wheat,Zaid,70.7,21.9,465.9,Low,None
Potato,Kharif,58.7,35.1,928.9,Low,None
Cotton,Rabi,87.2,23.2,1603.7,High,Whitefly
Cotton,Zaid,78.3,36.6,1242.9,High,Whitefly
Wheat,Zaid,89.3,33.6,969.7,Medium,Loose Smut
Cotton,Kharif,60.3,18.7,1939.9,High,Whitefly
Wheat,Kharif,61.3,17.3,890.8,Medium,Loose Smut
Tomato,Rabi,68.8,25.1,478.4,Low,None
Rice,Rabi,43.8,23.7,1654.4,Medium,None
Rice,Zaid,71.1,15.6,948.3,Medium,Bacterial Leaf Blight
Cotton,Rabi,78.0,17.1,1593.9,High,Whitefly
Cotton,Kharif,52.2,32.0,1834.9,Medium,Whitefly
Cotton,Rabi,59.8,21.7,1423.7,Medium,None
Tomato,Zaid,85.8,28.1,309.3,High,Early Blight
Wheat,Rabi,50.7,17.2,737.0,Low,None
Wheat,Zaid,86.9,36.0,1439.4,Medium,Rust
Potato,Rabi,85.2,15.8,1582.9,High,Early Blight
Rice,Kharif,48.6,28.8,1264.5,Medium,Bacterial Leaf Blight
Tomato,Kharif,45.9,18.1,503.4,Low,None
Soybean,Rabi,89.6,31.6,1915.7,High,Yellow Mosaic
Rice,Zaid,42.9,24.8,1328.1,Low,None
Cotton,Rabi,41.1,29.7,1740.0,Medium,Whitefly
Soybean,Kharif,60.0,23.7,491.4,Medium,Yellow Mosaic
Potato,Kharif,63.5,26.9,418.8,Medium,Early Blight
Tomato,Rabi,72.9,25.7,516.6,Medium,Early Blight
Potato,Rabi,85.4,25.8,239.3,Medium,Late Blight
Rice,Rabi,58.6,25.2,1323.1,Low,None
Wheat,Rabi,91.1,22.4,980.4,High,Loose Smut
Rice,Zaid,86.1,34.0,1441.4,High,Brown Spot
Tomato,Rabi,81.1,36.0,494.2,Medium,Late Blight
Rice,Zaid,43.0,26.3,485.0,Low,None
Wheat,Zaid,42.6,28.9,797.5,Low,None
Wheat,Rabi,69.1,27.9,1034.1,Medium,Powdery Mildew
Soybean,Rabi,93.4,29.6,1117.2,High,Rust
Tomato,Kharif,89.1,15.2,1937.5,High,Early Blight
Potato,Zaid,74.4,23.6,1212.8,High,Late Blight
Potato,Kharif,47.7,18.1,1628.7,Medium,Late Blight
Cotton,Rabi,92.2,35.0,1647.0,Medium,None
Wheat,Zaid,57.2,32.5,1894.9,Low,None
Wheat,Rabi,64.5,20.3,1790.6,Medium,Rust
Rice,Rabi,94.4,18.2,1609.6,High,Blast
Wheat,Zaid,93.3,27.3,897.3,High,Powdery Mildew
Cotton,Zaid,43.7,23.4,1260.7,Medium,Bacterial Blight
Tomato,Kharif,50.2,35.5,1978.1,Medium,Early Blight
Tomato,Rabi,63.0,37.6,395.5,Low,None
Cotton,Zaid,57.5,29.0,1229.4,Low,None
Soybean,Zaid,75.4,15.8,1277.2,Medium,Pod Borer
Soybean,Kharif,65.8,17.2,1141.7,Medium,Pod Borer
Tomato,Rabi,64.7,25.3,1389.2,Medium,Late Blight
Potato,Zaid,66.2,19.9,516.7,Low,None
Rice,Zaid,92.7,30.3,1610.9,High,Brown Spot
Soybean,Rabi,43.0,16.2,1815.1,Medium,Yellow Mosaic
Soybean,Rabi,51.9,30.2,614.3,Low,None
Potato,Kharif,72.3,15.6,1470.9,High,Late Blight
Rice,Zaid,78.9,15.4,341.5,Medium,Blast
Rice,Zaid,82.1,28.3,770.2,Medium,None
Potato,Kharif,57.6,22.0,1862.0,Medium,Late Blight
Tomato,Rabi,41.8,24.7,930.7,Low,None
Tomato,Zaid,44.0,23.0,1908.5,Low,None
Tomato,Kharif,81.1,34.8,1020.3,High,Fruit Borer
Rice,Rabi,44.9,25.1,519.1,Low,None
Potato,Kharif,80.9,35.8,1508.6,High,Early Blight
Tomato,Kharif,91.6,28.6,1142.1,High,Early Blight
Tomato,Kharif,54.5,17.8,1604.6,Medium,Early Blight
Rice,Zaid,41.8,17.7,1327.6,Low,None
Wheat,Kharif,74.5,19.2,1938.9,Medium,Rust
Rice,Zaid,61.3,30.1,1200.7,Medium,Bacterial Leaf Blight
Potato,Rabi,69.9,19.9,1852.7,Medium,Late Blight
Cotton,Rabi,43.2,24.7,544.0,Low,None
Tomato,Rabi,70.6,16.3,1183.5,Low,None
Rice,Rabi,49.3,17.5,1298.6,Low,None
Tomato,Rabi,67.5,32.6,296.2,Low,None
Tomato,Rabi,50.7,33.4,300.7,Low,None
Wheat,Rabi,40.2,25.1,1491.7,Medium,Loose Smut
Cotton,Zaid,54.4,36.0,1534.0,Low,None
Tomato,Kharif,86.7,31.9,984.7,High,Fruit Borer
Tomato,Rabi,57.7,33.9,258.9,Low,None
Tomato,Rabi,42.5,35.7,1937.4,Medium,Late Blight
Wheat,Rabi,53.6,19.0,1213.5,Medium,Loose Smut
Rice,Zaid,72.7,30.7,366.2,Low,None
Soybean,Zaid,58.8,33.0,1036.3,Low,None
Tomato,Rabi,75.0,23.9,233.6,Medium,Fruit Borer
Potato,Rabi,84.2,29.1,631.8,High,Early Blight
Wheat,Zaid,68.8,34.7,990.0,Low,None
Tomato,Zaid,45.7,27.2,1954.8,Medium,None
Rice,Zaid,76.4,34.6,1137.3,Medium,None
Potato,Kharif,48.9,20.7,1522.9,Medium,Late Blight
Wheat,Zaid,62.6,19.5,1989.7,Medium,Loose Smut
Rice,Kharif,85.8,36.7,1294.4,High,Brown Spot
Rice,Kharif,91.2,28.1,1026.6,High,Blast
Tomato,Zaid,45.0,37.0,872.2,Low,None
Cotton,Zaid,67.9,18.3,793.0,Low,None
Soybean,Zaid,50.6,33.5,1660.9,Medium,None
Soybean,Kharif,89.1,36.3,236.5,Medium,Yellow Mosaic
Tomato,Rabi,74.4,26.7,644.9,Medium,Early Blight
Rice,Rabi,47.1,35.0,1437.6,Medium,None
Wheat,Zaid,43.4,20.5,1365.1,Medium,Loose Smut
Potato,Zaid,76.2,31.5,454.7,Medium,None
Soybean,Kharif,66.0,31.8,1720.6,High,Rust
Soybean,Zaid,46.8,25.2,348.4,Low,None
Soybean,Zaid,40.6,15.6,1672.1,Medium,None
Rice,Kharif,78.2,32.1,1933.1,High,Bacterial Leaf Blight
Wheat,Rabi,73.5,16.3,1142.4,Medium,Rust
Rice,Kharif,69.8,37.4,1999.3,Medium,None
Wheat,Zaid,73.7,36.9,1885.0,Medium,Loose Smut
Cotton,Kharif,91.1,19.4,444.7,Medium,Whitefly
Potato,Kharif,83.6,19.2,1400.3,High,Late Blight
Soybean,Zaid,68.0,25.5,1790.7,Medium,Pod Borer
Potato,Kharif,58.6,31.6,270.4,Low,None
Tomato,Rabi,69.1,18.0,1192.0,Low,None
Rice,Zaid,41.8,21.5,569.3,Low,None
Cotton,Rabi,51.8,33.2,814.1,Low,None
Tomato,Kharif,77.5,31.1,429.8,Medium,Late Blight
Wheat,Kharif,84.6,36.6,1553.7,High,Loose Smut
Tomato,Zaid,40.6,22.7,737.0,Low,None
Tomato,Zaid,81.2,33.1,1740.0,High,Fruit Borer
Tomato,Rabi,69.9,19.3,1468.2,Medium,Fruit Borer
Rice,Zaid,88.9,34.2,1482.3,High,Bacterial Leaf Blight
Soybean,Rabi,67.4,34.6,1978.2,Medium,Rust
Wheat,Kharif,82.2,19.4,881.1,Medium,Rust
Cotton,Kharif,80.1,16.8,1339.0,High,Bacterial Blight
Wheat,Zaid,80.9,37.0,343.6,Low,None
Soybean,Zaid,52.4,23.2,1663.2,Medium,Yellow Mosaic
Potato,Kharif,83.5,26.1,1498.3,High,Early Blight
Wheat,Kharif,63.9,26.4,1476.2,High,Loose Smut
Potato,Rabi,74.8,20.3,511.1,Low,None
Tomato,Rabi,58.4,24.7,1813.1,Medium,None
Cotton,Kharif,58.0,31.2,590.3,Low,None
Potato,Rabi,57.7,16.2,1822.6,Low,None
Soybean,Rabi,52.8,29.1,1519.2,Medium,Yellow Mosaic
Cotton,Rabi,60.3,35.2,1170.6,Low,None
Tomato,Rabi,58.3,34.7,378.3,Low,None
Soybean,Zaid,54.2,16.7,1781.2,Medium,None
Rice,Rabi,48.4,24.3,880.6,Low,None
Tomato,Rabi,91.2,18.0,1356.3,High,Fruit Borer
Tomato,Rabi,91.4,20.7,1089.5,Medium,Late Blight
Potato,Zaid,88.9,28.3,493.2,High,Late Blight
Potato,Kharif,70.8,19.5,1344.3,High,Late Blight
Potato,Zaid,49.4,37.1,1650.4,Low,None
Rice,Zaid,78.8,37.9,362.5,Low,None
Wheat,Kharif,80.8,24.4,270.5,High,Rust
Cotton,Zaid,88.1,23.3,1740.5,High,Bacterial Blight
Cotton,Zaid,41.6,24.7,1901.2,Low,None
Potato,Zaid,66.1,30.5,891.5,Medium,Early Blight
Soybean,Rabi,60.0,22.3,1661.7,Medium,Pod Borer
Wheat,Kharif,87.5,19.1,1137.2,High,Rust
Rice,Zaid,60.6,36.1,1676.8,Medium,Brown Spot
Potato,Rabi,49.8,34.0,630.9,Low,None
Potato,Rabi,59.8,20.7,712.2,Low,None
Wheat,Kharif,76.6,26.3,1431.8,High,Powdery Mildew
Potato,Kharif,59.6,16.3,1769.7,Medium,None
Tomato,Kharif,46.7,37.5,507.1,Low,None
Tomato,Zaid,61.6,34.4,645.0,Low,None
Soybean,Zaid,52.2,16.9,201.5,Low,None
Tomato,Kharif,87.3,18.5,207.9,Medium,None
Potato,Zaid,79.9,18.2,1873.6,High,Early Blight
Rice,Zaid,62.1,23.7,1331.8,Medium,Brown Spot
Soybean,Zaid,65.7,26.5,818.6,Low,None
Rice,Zaid,76.8,28.7,1867.3,High,Blast
Soybean,Zaid,71.0,17.5,247.4,Low,None
Tomato,Zaid,91.5,17.4,1553.9,High,Late Blight
Potato,Zaid,47.2,36.1,1072.6,Low,None
Potato,Kharif,89.6,34.7,1051.1,Medium,None
Tomato,Rabi,68.2,29.1,503.9,Low,None
Rice,Zaid,52.3,37.4,1016.5,Low,None
Soybean,Kharif,81.3,26.0,629.6,High,Rust
Soybean,Kharif,75.3,26.4,1185.5,High,Pod Borer
Rice,Zaid,74.6,23.8,1458.7,High,Blast
Tomato,Kharif,81.8,26.3,1946.9,High,Fruit Borer
Cotton,Zaid,77.7,21.9,1306.6,High,Whitefly
Wheat,Zaid,71.4,22.5,746.5,Medium,Powdery Mildew
Rice,Zaid,91.9,33.6,1629.8,High,Brown Spot
Rice,Rabi,52.3,32.9,1469.6,Low,None
Potato,Kharif,68.3,22.4,1891.4,High,Early Blight
Potato,Zaid,73.8,26.6,1296.7,High,Early Blight
Wheat,Kharif,78.2,25.2,1810.5,High,Rust
Potato,Kharif,90.1,30.3,1592.7,High,Early Blight
Tomato,Kharif,50.2,31.5,706.9,Low,None
Rice,Rabi,85.8,27.6,368.3,High,Bacterial Leaf Blight
Potato,Zaid,52.5,16.7,1735.1,Low,None
Tomato,Zaid,72.4,22.7,780.8,Medium,Fruit Borer
Tomato,Zaid,69.8,26.9,608.8,Low,None
Soybean,Zaid,45.6,37.8,1812.5,Low,None
Cotton,Kharif,59.5,16.7,1689.2,Medium,None
Wheat,Zaid,67.4,27.2,1038.0,Low,None
Rice,Zaid,59.6,29.5,1682.6,Medium,Bacterial Leaf Blight
Wheat,Rabi,52.6,20.3,616.7,Low,None
Tomato,Zaid,42.1,17.5,1004.6,Low,None
Cotton,Rabi,93.0,31.7,682.1,Medium,Whitefly
Tomato,Kharif,72.2,31.4,1232.0,High,Late Blight
Potato,Rabi,77.8,31.4,1564.1,High,Late Blight
Rice,Zaid,63.9,30.7,642.3,Low,None
Cotton,Zaid,56.4,16.6,567.8,Low,None
Cotton,Zaid,89.4,28.0,1411.9,High,Bollworm
Tomato,Rabi,81.7,36.2,1145.4,Medium,None
Soybean,Zaid,46.5,19.6,1409.7,Medium,Rust
Potato,Kharif,42.9,25.9,1039.6,Low,None
Soybean,Kharif,52.5,17.8,1552.8,Medium,Rust
Wheat,Zaid,41.6,22.9,1522.0,Low,None
Potato,Rabi,78.2,34.1,1654.5,High,Late Blight
Tomato,Kharif,71.3,28.0,1514.9,High,Early Blight
Wheat,Rabi,58.5,36.0,866.4,Low,None
Wheat,Kharif,70.7,36.6,1338.2,Medium,Loose Smut
Potato,Kharif,88.4,31.5,1845.5,High,Late Blight
Cotton,Kharif,90.5,21.2,979.6,Medium,Whitefly
Rice,Zaid,77.4,16.4,1626.8,High,Blast
Soybean,Zaid,43.7,15.3,382.8,Low,None
Tomato,Zaid,92.0,19.4,1109.2,Medium,None
Potato,Rabi,70.6,27.3,1453.0,High,Early Blight
Cotton,Rabi,76.2,32.1,459.4,Medium,None
Soybean,Kharif,90.7,25.6,1117.8,High,Yellow Mosaic
Potato,Kharif,69.9,25.4,1896.3,Medium,None
Rice,Zaid,50.1,32.1,1397.1,Medium,None
Tomato,Kharif,46.2,33.1,1572.9,Medium,None
Cotton,Zaid,74.1,36.7,833.7,Medium,Whitefly
Soybean,Rabi,46.1,20.4,569.7,Low,None
Soybean,Zaid,72.1,32.9,1077.9,Low,None
Wheat,Zaid,82.5,31.8,562.6,Medium,Loose Smut
Soybean,Kharif,45.5,15.3,1861.6,Medium,Yellow Mosaic
Wheat,Zaid,93.8,20.1,1737.5,Medium,Rust
Tomato,Rabi,64.2,20.1,1078.5,Medium,None
Tomato,Kharif,48.7,25.7,863.4,Low,None
Tomato,Zaid,48.8,30.0,432.7,Low,None
Cotton,Rabi,41.4,25.8,1433.5,Low,None
Soybean,Kharif,85.5,37.2,665.8,Medium,None
Soybean,Rabi,77.2,19.5,500.6,Medium,Yellow Mosaic
Potato,Rabi,54.0,21.9,201.0,Low,None
Soybean,Kharif,66.4,24.5,1715.6,High,Yellow Mosaic
Soybean,Kharif,51.3,33.8,1547.1,Medium,Pod Borer
Soybean,Rabi,70.6,20.2,1742.3,Medium,Pod Borer
Cotton,Rabi,80.7,22.9,1494.7,High,Bacterial Blight
Soybean,Rabi,60.6,33.6,712.7,Low,None
Rice,Rabi,87.0,21.7,887.6,Medium,None
Cotton,Rabi,60.1,36.2,540.5,Low,None
Potato,Rabi,79.8,15.2,1122.2,Medium,Late Blight
Cotton,Rabi,82.7,27.1,484.3,Medium,Bacterial Blight
Wheat,Kharif,70.4,29.2,963.5,Medium,None
Soybean,Rabi,59.5,33.0,926.9,Low,None
Tomato,Zaid,44.9,31.5,1170.9,Low,None
Tomato,Kharif,42.4,27.2,1786.3,Medium,Late Blight
Wheat,Zaid,56.8,22.9,1515.0,Low,None
Rice,Rabi,88.8,23.3,1829.9,High,Blast
Cotton,Rabi,65.7,19.6,1953.2,Medium,Whitefly
Cotton,Kharif,86.6,22.6,1866.5,High,Bacterial Blight
Potato,Rabi,48.0,30.5,1306.6,Medium,None
Rice,Rabi,61.5,29.5,338.9,Low,None
Rice,Zaid,94.4,30.1,504.9,Medium,Blast
Rice,Kharif,83.6,29.7,345.5,High,Blast
Rice,Rabi,85.1,18.4,935.9,Medium,Blast
Cotton,Zaid,41.5,23.9,210.5,Low,None
Potato,Rabi,91.3,26.4,1462.6,High,Early Blight
Rice,Rabi,79.0,18.7,1917.2,High,Blast
Cotton,Kharif,85.7,24.5,290.3,High,Whitefly
Cotton,Kharif,46.1,27.4,1529.6,Medium,Bollworm
Rice,Kharif,71.6,22.5,1218.9,High,Blast
Potato,Zaid,56.2,25.6,1209.8,Low,None
Wheat,Rabi,78.3,29.2,1763.1,High,Loose Smut
Potato,Kharif,52.7,17.2,690.0,Low,None
Cotton,Kharif,55.8,32.6,224.6,Low,None
Cotton,Kharif,56.3,15.6,400.8,Low,None
Cotton,Rabi,94.7,29.5,1719.9,High,Bacterial Blight
Potato,Kharif,80.3,36.3,1627.9,High,Late Blight
Wheat,Zaid,43.5,37.7,672.7,Low,None
Potato,Kharif,53.4,25.8,523.1,Low,None
Cotton,Rabi,46.0,34.0,619.7,Low,None
Rice,Rabi,44.8,21.6,894.9,Low,None
Wheat,Zaid,71.9,23.0,384.9,Medium,Powdery Mildew
Cotton,Rabi,94.4,21.7,224.2,Low,None
Rice,Rabi,40.6,22.6,977.8,Low,None
Cotton,Rabi,86.9,29.2,937.1,High,Bollworm
Potato,Rabi,71.6,34.6,1153.1,Medium,Late Blight
Wheat,Kharif,91.8,16.5,1851.4,High,Rust
Tomato,Zaid,70.6,28.0,328.1,Medium,Fruit Borer
Wheat,Kharif,87.0,36.9,1368.4,High,Rust
Wheat,Kharif,61.4,28.0,1322.1,Medium,None
Wheat,Rabi,88.2,16.0,771.6,Medium,Powdery Mildew
Wheat,Zaid,70.6,37.7,440.8,Low,None
Potato,Zaid,75.4,26.9,872.9,High,Early Blight
Cotton,Kharif,45.8,31.5,1950.0,Medium,Bollworm
Potato,Rabi,55.4,19.9,1709.8,Low,None
Potato,Zaid,44.8,31.8,502.5,Low,None
Wheat,Rabi,66.9,21.2,411.1,Low,None
Cotton,Rabi,65.0,26.6,1921.7,Medium,Whitefly
Tomato,Kharif,84.9,20.0,1482.9,High,Fruit Borer
Rice,Zaid,87.1,24.1,1694.8,High,Brown Spot
Potato,Zaid,48.5,15.2,481.2,Low,None
Tomato,Kharif,67.3,22.4,739.7,Medium,None
Soybean,Zaid,85.8,17.9,1099.4,Medium,Rust
Wheat,Rabi,70.5,24.3,1434.9,High,Powdery Mildew
Cotton,Zaid,62.2,17.9,781.8,Low,None
Cotton,Kharif,78.0,27.7,254.3,High,Bollworm
Tomato,Zaid,87.6,21.7,1583.3,Medium,Late Blight
Wheat,Rabi,67.5,31.5,1308.5,Medium,Loose Smut
Rice,Kharif,78.3,24.3,1157.0,High,Blast
Soybean,Kharif,89.0,24.7,862.6,High,Yellow Mosaic
Potato,Rabi,85.1,15.6,1798.1,High,Early Blight
Tomato,Kharif,81.2,16.6,542.4,Medium,None
Soybean,Zaid,74.6,35.9,1303.2,Medium,Yellow Mosaic
Wheat,Kharif,54.5,22.7,1711.4,Medium,Rust
Rice,Zaid,87.6,34.5,1687.5,High,Brown Spot
Soybean,Zaid,88.9,32.8,1388.9,High,Rust
Potato,Rabi,93.6,26.7,1157.5,High,Late Blight
Potato,Kharif,56.1,24.9,1548.4,Medium,Early Blight
Tomato,Rabi,47.3,21.7,1825.7,Medium,None
Potato,Kharif,83.2,17.3,1432.0,High,Early Blight
Tomato,Zaid,44.7,21.6,259.2,Low,None
Soybean,Kharif,79.4,35.7,1033.9,Medium,Rust
Rice,Zaid,82.3,18.3,1856.7,High,Blast
Tomato,Rabi,79.9,18.9,392.3,Medium,Fruit Borer
Rice,Zaid,74.2,29.3,268.3,Medium,Blast
Rice,Rabi,59.8,17.8,1931.2,Low,None
Tomato,Zaid,61.8,16.9,265.9,Low,None
Wheat,Zaid,83.9,36.8,696.8,Medium,Rust
Tomato,Kharif,78.3,37.3,1607.9,High,Fruit Borer
Wheat,Rabi,53.2,22.5,378.9,Low,None
Cotton,Kharif,88.1,20.8,1764.0,High,Bacterial Blight
Potato,Zaid,58.0,22.5,822.7,Low,None
Wheat,Kharif,95.0,21.8,303.9,Medium,Rust
Wheat,Rabi,92.9,18.6,1466.9,High,Powdery Mildew
Cotton,Zaid,42.1,19.1,346.0,Low,None
Potato,Zaid,74.7,37.9,1719.5,Medium,None
Rice,Rabi,59.7,32.3,982.0,Low,None
Rice,Rabi,50.0,28.1,1264.2,Medium,Brown Spot
Soybean,Zaid,62.7,29.4,586.9,Low,None
Tomato,Rabi,53.5,24.7,1263.9,Medium,Early Blight
Rice,Zaid,72.3,34.6,1492.4,Medium,None
Rice,Zaid,46.0,34.1,1516.9,Medium,Brown Spot
Cotton,Rabi,56.8,20.4,1556.9,Medium,Bacterial Blight
Potato,Kharif,68.0,17.6,1030.5,Medium,Late Blight
Rice,Rabi,91.7,28.0,1063.1,High,Bacterial Leaf Blight
Tomato,Rabi,91.1,29.2,1974.4,High,Fruit Borer
Cotton,Kharif,79.3,32.3,1945.9,High,Whitefly
Rice,Kharif,68.8,18.8,444.2,Medium,Bacterial Leaf Blight
Rice,Kharif,49.2,15.1,623.2,Low,None
Potato,Rabi,53.0,37.4,270.5,Low,None
Soybean,Zaid,55.3,29.4,355.8,Low,None
Cotton,Kharif,42.9,19.5,1191.7,Medium,Whitefly
Potato,Rabi,88.4,18.5,1005.9,Medium,Late Blight
Wheat,Rabi,51.3,17.3,1003.4,Low,None
Wheat,Zaid,71.1,30.6,585.0,Low,None
Soybean,Kharif,40.2,37.9,1782.6,Medium,Pod Borer
Tomato,Zaid,62.8,23.3,425.9,Low,None
Rice,Zaid,63.8,38.0,1894.4,Medium,Brown Spot
Rice,Rabi,58.9,31.6,1644.5,Low,None
Rice,Zaid,81.6,30.6,1984.8,High,Blast
Potato,Kharif,79.4,21.1,203.5,Medium,None
Tomato,Rabi,69.4,35.5,1584.3,Medium,Early Blight
Wheat,Rabi,91.3,28.6,1344.0,High,Powdery Mildew
Wheat,Zaid,43.1,32.1,1510.7,Medium,Rust
Wheat,Zaid,65.8,21.3,387.6,Low,None
Potato,Zaid,91.0,18.7,358.4,Medium,Late Blight
Tomato,Rabi,54.5,18.2,561.8,Low,None
Potato,Rabi,81.0,37.4,1573.4,High,Early Blight
Soybean,Kharif,62.6,31.3,1190.1,Medium,None
Soybean,Kharif,72.2,17.1,908.8,Medium,None
Potato,Rabi,44.3,36.7,1287.0,Medium,None
Tomato,Kharif,94.9,25.3,1514.3,High,Early Blight
Tomato,Rabi,64.3,28.9,1515.3,Medium,None
Potato,Kharif,49.9,16.3,568.0,Low,None
Cotton,Kharif,62.2,21.8,1562.5,Medium,Whitefly
Tomato,Rabi,49.0,28.8,1018.6,Low,None
Cotton,Zaid,62.4,19.1,297.5,Low,None
Potato,Zaid,87.0,37.7,1035.5,Medium,None
Soybean,Rabi,85.9,22.9,214.4,High,Yellow Mosaic
Soybean,Rabi,56.8,21.6,1618.4,Medium,Rust
Rice,Zaid,86.5,23.3,535.9,High,Brown Spot
Cotton,Rabi,78.8,31.7,1445.7,Medium,Whitefly
Soybean,Zaid,52.4,19.2,725.9,Low,None
Wheat,Kharif,91.1,36.8,1570.0,High,Powdery Mildew
Potato,Kharif,44.0,23.1,225.2,Low,None
Rice,Kharif,69.4,32.0,1555.9,High,Bacterial Leaf Blight
Cotton,Kharif,43.4,29.4,1617.6,Medium,Bollworm
Cotton,Kharif,83.0,17.5,1279.2,High,Bollworm
